SK_ID_CURR,TARGET
318816,0.0
197180,0.0
365048,0.0
188382,0.0
158077,0.0
429963,0.0
268226,0.0
214354,0.0
364407,0.0
409317,0.0
185451,0.0
249092,0.0
366501,0.0
447249,0.0
375587,0.0
114235,0.0
336173,0.0
344069,0.0
116185,0.0
279917,0.0
332408,0.0
334736,0.0
133415,0.0
202750,0.0
153339,0.0
388698,0.0
274446,0.0
421594,0.0
357777,0.0
358380,0.0
411201,0.0
126860,0.0
240980,0.0
389452,0.0
433208,0.0
198203,0.0
196687,0.0
265959,0.0
260845,0.0
342864,0.0
204588,0.0
373030,0.0
427810,0.0
414907,0.0
401551,0.0
333858,0.0
197255,0.0
244247,0.0
106973,0.0
192917,0.0
426376,0.0
139880,0.0
239964,0.0
201013,0.0
339528,0.0
299485,0.0
183946,0.0
378481,0.0
229660,0.0
309489,0.0
140291,0.0
424030,0.0
455116,0.0
301352,0.0
196702,0.0
265397,0.0
142946,0.0
294986,0.0
192729,0.0
296920,0.0
234098,0.0
309492,0.0
445134,0.0
154928,0.0
350067,0.0
393235,0.0
107361,0.0
331486,0.0
311828,0.0
150202,0.0
336439,0.0
286183,0.0
296152,0.0
371723,0.0
269354,0.0
365840,0.0
432717,0.0
414408,0.0
209030,0.0
259112,0.0
386063,0.0
358527,0.0
252017,0.0
285887,0.0
366342,0.0
242661,0.0
223631,0.0
411667,0.0
161942,0.0
343599,0.0
246034,0.0
237945,0.0
226140,0.0
307332,0.0
327071,0.0
339640,0.0
329311,0.0
382025,0.0
101508,0.0
246609,0.0
290548,0.0
129128,0.0
194435,0.0
417089,0.0
248888,0.0
136868,0.0
300766,0.0
433164,0.0
247705,0.0
196072,0.0
359649,0.0
452091,0.0
172553,0.0
138064,0.0
366929,0.0
217882,0.0
422872,0.0
196465,0.0
315082,0.0
354454,0.0
316885,0.0
337603,0.0
417126,0.0
322280,0.0
399558,0.0
127862,0.0
356398,0.0
369734,0.0
194272,0.0
210430,0.0
200649,0.0
407760,0.0
437700,0.0
146339,0.0
353039,0.0
374718,0.0
317583,0.0
185439,0.0
416505,0.0
385503,0.0
376834,0.0
209930,0.0
109721,0.0
368374,0.0
145235,0.0
410004,0.0
389142,0.0
414829,0.0
104759,0.0
453313,0.0
366051,0.0
412990,0.0
125921,0.0
383223,0.0
382357,0.0
304976,0.0
286110,0.0
267554,0.0
190944,0.0
200354,0.0
121693,0.0
309366,0.0
113009,0.0
410505,0.0
420245,0.0
169726,0.0
178072,0.0
450608,0.0
133438,0.0
166709,0.0
151943,0.0
244912,0.0
378776,0.0
320848,0.0
127578,0.0
240083,0.0
320178,0.0
247255,0.0
378969,0.0
305295,0.0
175427,0.0
445137,0.0
227397,0.0
269746,0.0
237306,0.0
183611,0.0
110100,0.0
298554,0.0
245493,0.0
165085,0.0
265122,0.0
226368,0.0
197056,0.0
178237,0.0
178827,0.0
109606,0.0
374874,0.0
124944,0.0
260985,0.0
220766,0.0
448912,0.0
256598,0.0
290521,0.0
231911,0.0
113045,0.0
387864,0.0
106226,0.0
371256,0.0
439656,0.0
388171,0.0
147505,0.0
156930,0.0
212737,0.0
345083,0.0
420591,0.0
380866,0.0
415602,0.0
146145,0.0
143061,0.0
144575,0.0
257193,0.0
239529,0.0
385036,0.0
345322,0.0
374898,0.0
314814,0.0
440817,0.0
118501,0.0
404170,0.0
174921,0.0
158607,0.0
202836,0.0
234085,0.0
411131,0.0
357557,0.0
242791,0.0
194153,0.0
143180,0.0
308669,0.0
103581,0.0
414205,0.0
312344,0.0
169324,0.0
115397,0.0
414980,0.0
332560,0.0
317086,0.0
227612,0.0
430417,0.0
136936,0.0
135845,0.0
427840,0.0
403296,0.0
204410,0.0
322625,0.0
122045,0.0
378261,0.0
178512,0.0
399945,0.0
231110,0.0
151752,0.0
173495,0.0
258055,0.0
444272,0.0
257391,0.0
451019,0.0
356725,0.0
280130,0.0
122990,0.0
162390,0.0
376402,0.0
297346,0.0
256373,0.0
174942,0.0
251999,0.0
370394,0.0
443525,0.0
382881,0.0
361192,0.0
435797,0.0
169446,0.0
393728,0.0
364446,0.0
306158,0.0
375861,0.0
224136,0.0
400795,0.0
418239,0.0
264434,0.0
422736,0.0
289334,0.0
449246,0.0
362998,0.0
165077,0.0
191759,0.0
134642,0.0
442914,0.0
240692,0.0
386763,0.0
260363,0.0
229526,0.0
277500,0.0
363140,0.0
230002,0.0
369490,0.0
265089,0.0
172803,0.0
313355,0.0
193680,0.0
215020,0.0
429111,0.0
101725,0.0
393434,0.0
161024,0.0
140885,0.0
226045,0.0
218136,0.0
320241,0.0
215965,0.0
260046,0.0
209212,0.0
409036,0.0
352217,0.0
185335,0.0
129348,0.0
185530,0.0
236692,0.0
269630,0.0
406072,0.0
347849,0.0
417945,0.0
341108,0.0
296104,0.0
131687,0.0
118079,0.0
426153,0.0
101869,0.0
451427,0.0
241548,0.0
145842,0.0
194529,0.0
398916,0.0
118652,0.0
393981,0.0
280089,0.0
210181,0.0
148077,0.0
417501,0.0
454577,0.0
233962,0.0
453027,0.0
245638,0.0
290670,0.0
444877,0.0
343753,0.0
117544,0.0
317531,0.0
248209,0.0
208299,0.0
134969,0.0
250833,0.0
398899,0.0
439686,0.0
271436,0.0
446289,0.0
148865,0.0
211668,0.0
299461,0.0
191956,0.0
343003,0.0
274176,0.0
386672,0.0
332151,0.0
233211,0.0
319208,0.0
326283,0.0
123280,0.0
371634,0.0
117325,0.0
397842,0.0
104659,0.0
229899,0.0
213771,0.0
326429,0.0
187429,0.0
435694,0.0
400986,0.0
424334,0.0
356515,0.0
411279,0.0
280497,0.0
200033,0.0
255267,0.0
215413,0.0
195134,0.0
282174,0.0
185951,0.0
285913,0.0
416745,0.0
429760,0.0
267187,0.0
406372,0.0
177016,0.0
138079,0.0
161482,0.0
374393,0.0
260724,0.0
275412,0.0
443753,0.0
124712,0.0
434368,0.0
237432,0.0
325018,0.0
374743,0.0
418489,0.0
356974,0.0
227816,0.0
297063,0.0
223294,0.0
136847,0.0
432341,0.0
135895,0.0
422887,0.0
109904,0.0
407556,0.0
343725,0.0
146677,0.0
121873,0.0
129095,0.0
444980,0.0
396042,0.0
372639,0.0
151077,0.0
421243,0.0
331494,0.0
428941,0.0
114698,0.0
350948,0.0
339506,0.0
314163,0.0
267905,0.0
293304,0.0
107012,0.0
397638,0.0
282825,0.0
217928,0.0
134955,0.0
230768,0.0
206954,0.0
424655,0.0
365084,0.0
298937,0.0
330032,0.0
437447,0.0
218161,0.0
176521,0.0
245777,0.0
435546,0.0
355342,0.0
361779,0.0
359581,0.0
207307,0.0
237097,0.0
417201,0.0
272531,0.0
333050,0.0
127884,0.0
311189,0.0
232700,0.0
380618,0.0
357346,0.0
364817,0.0
139295,0.0
325997,0.0
217124,0.0
382722,0.0
166489,0.0
124315,0.0
365015,0.0
242275,0.0
384913,0.0
211118,0.0
415832,0.0
364309,0.0
445391,0.0
384322,0.0
186369,0.0
348758,0.0
171252,0.0
257438,0.0
383611,0.0
319197,0.0
199688,0.0
439196,0.0
343228,0.0
433227,0.0
409885,0.0
189459,0.0
127254,0.0
148176,0.0
273580,0.0
238841,0.0
442821,0.0
269939,0.0
171950,0.0
391176,0.0
150193,0.0
321041,0.0
442105,0.0
129387,0.0
334910,0.0
388758,0.0
276504,0.0
244250,0.0
308703,0.0
199142,0.0
196997,0.0
173395,0.0
396082,0.0
419668,0.0
340795,0.0
376160,0.0
119711,0.0
295566,0.0
310710,0.0
113866,0.0
266836,0.0
243992,0.0
188786,0.0
104471,0.0
263654,0.0
136611,0.0
291251,0.0
156557,0.0
269905,0.0
265471,0.0
315746,0.0
122060,0.0
285686,0.0
398824,0.0
449004,0.0
236346,0.0
239236,0.0
221536,0.0
316304,0.0
307159,0.0
379821,0.0
443805,0.0
327059,0.0
392656,0.0
398936,0.0
364001,0.0
254720,0.0
134853,0.0
428661,0.0
443015,0.0
263335,0.0
325737,0.0
107966,0.0
231138,0.0
277144,0.0
219517,0.0
209245,0.0
431052,0.0
367113,0.0
348356,0.0
342809,0.0
323706,0.0
196478,0.0
224332,0.0
291517,0.0
353087,0.0
439316,0.0
389395,0.0
337094,0.0
382815,0.0
340865,0.0
129722,0.0
448983,0.0
451371,0.0
120877,0.0
138714,0.0
219757,0.0
114088,0.0
284502,0.0
298945,0.0
450450,0.0
372713,0.0
376106,0.0
118483,0.0
285631,0.0
382095,0.0
371358,0.0
225923,0.0
321735,0.0
450077,0.0
127322,0.0
213057,0.0
139357,0.0
289611,0.0
254062,0.0
312112,0.0
296599,0.0
386764,0.0
209442,0.0
101275,0.0
400631,0.0
119591,0.0
296953,0.0
309571,0.0
284010,0.0
317861,0.0
215946,0.0
229453,0.0
131240,0.0
119882,0.0
433884,0.0
322149,0.0
339887,0.0
409855,0.0
101709,0.0
101196,0.0
269181,0.0
164847,0.0
182220,0.0
423231,0.0
382421,0.0
297684,0.0
116629,0.0
384668,0.0
156920,0.0
315685,0.0
259653,0.0
309958,0.0
208184,0.0
435552,0.0
294226,0.0
204851,0.0
264808,0.0
396547,0.0
259009,0.0
436162,0.0
201340,0.0
435788,0.0
396800,0.0
437718,0.0
263006,0.0
343353,0.0
328212,0.0
333046,0.0
138114,0.0
370986,0.0
382789,0.0
355283,0.0
362260,0.0
126642,0.0
401794,0.0
104493,0.0
255228,0.0
265282,0.0
295542,0.0
425329,0.0
374203,0.0
447989,0.0
157228,0.0
201381,0.0
452252,0.0
326496,0.0
368634,0.0
158333,0.0
311858,0.0
207028,0.0
161919,0.0
374137,0.0
211200,0.0
292185,0.0
447309,0.0
441530,0.0
334313,0.0
270391,0.0
347164,0.0
150316,0.0
192659,0.0
159942,0.0
444823,0.0
158198,0.0
386711,0.0
416613,0.0
236667,0.0
209574,0.0
160927,0.0
309023,0.0
368723,0.0
118769,0.0
293654,0.0
390079,0.0
233340,0.0
197050,0.0
155348,0.0
109931,0.0
204252,0.0
360035,0.0
141529,0.0
314850,0.0
403430,0.0
393309,0.0
323448,0.0
183903,0.0
423471,0.0
281537,0.0
243006,0.0
271114,0.0
392559,0.0
416976,0.0
318330,0.0
323329,0.0
322026,0.0
341330,0.0
186400,0.0
211154,0.0
272368,0.0
301146,0.0
390556,0.0
104485,0.0
436500,0.0
222580,0.0
188201,0.0
424089,0.0
231498,0.0
413679,0.0
155165,0.0
321258,0.0
251674,0.0
109929,0.0
428639,0.0
257318,0.0
413750,0.0
348359,0.0
297817,0.0
352811,0.0
228756,0.0
228552,0.0
124236,0.0
202057,0.0
452006,0.0
361144,0.0
331362,0.0
291237,0.0
158722,0.0
158408,0.0
436171,0.0
336689,0.0
126352,0.0
191019,0.0
183015,0.0
403757,0.0
255280,0.0
145089,0.0
417961,0.0
278767,0.0
180061,0.0
223055,0.0
125678,0.0
210271,0.0
240078,0.0
197971,0.0
281915,0.0
284993,0.0
451794,0.0
145032,0.0
157524,0.0
164278,0.0
446775,0.0
142947,0.0
318336,0.0
329946,0.0
307900,0.0
237435,0.0
195991,0.0
133052,0.0
323221,0.0
323452,0.0
212253,0.0
337938,0.0
368731,0.0
304508,0.0
255821,0.0
336899,0.0
274221,0.0
171034,0.0
307683,0.0
378829,0.0
273139,0.0
357688,0.0
433188,0.0
234510,0.0
320899,0.0
141338,0.0
436656,0.0
434923,0.0
451185,0.0
401897,0.0
216624,0.0
183634,0.0
239103,0.0
105660,0.0
206386,0.0
121119,0.0
418424,0.0
106517,0.0
247369,0.0
332085,0.0
401455,0.0
199734,0.0
432081,0.0
129908,0.0
349443,0.0
300572,0.0
304635,0.0
434956,0.0
100491,0.0
376149,0.0
142841,0.0
448086,0.0
102916,0.0
147858,0.0
157999,0.0
249998,0.0
251473,0.0
131656,0.0
239385,0.0
344077,0.0
403913,0.0
410173,0.0
252378,0.0
295213,0.0
136587,0.0
344766,0.0
203135,0.0
271962,0.0
372936,0.0
218629,0.0
416077,0.0
216241,0.0
216182,0.0
180104,0.0
204054,0.0
286070,0.0
209859,0.0
182097,0.0
190235,0.0
353589,0.0
164566,0.0
432679,0.0
135942,0.0
346331,0.0
180004,0.0
219227,0.0
445935,0.0
186193,0.0
202923,0.0
195340,0.0
131703,0.0
280508,0.0
348903,0.0
358831,0.0
130985,0.0
283256,0.0
371086,0.0
101266,0.0
150616,0.0
380875,0.0
276016,0.0
387995,0.0
328715,0.0
105953,0.0
128059,0.0
320511,0.0
403894,0.0
358349,0.0
440486,0.0
403196,0.0
396207,0.0
338585,0.0
394407,0.0
342636,0.0
177088,0.0
218987,0.0
154902,0.0
104604,0.0
155753,0.0
232341,0.0
313536,0.0
181694,0.0
292113,0.0
136881,0.0
349164,0.0
313933,0.0
393920,0.0
256360,0.0
247127,0.0
448300,0.0
439907,0.0
145599,0.0
291986,0.0
101701,0.0
319537,0.0
296153,0.0
391424,0.0
379204,0.0
360068,0.0
281062,0.0
342372,0.0
101608,0.0
102277,0.0
283279,0.0
319694,0.0
185104,0.0
214136,0.0
383145,0.0
371051,0.0
409733,0.0
355460,0.0
175305,0.0
174864,0.0
359870,0.0
175263,0.0
250955,0.0
283594,0.0
280499,0.0
439024,0.0
202984,0.0
425251,0.0
436211,0.0
157032,0.0
265140,0.0
264825,0.0
306750,0.0
159220,0.0
244869,0.0
358832,0.0
371626,0.0
398733,0.0
332815,0.0
392017,0.0
300416,0.0
334221,0.0
411797,0.0
285322,0.0
341784,0.0
226733,0.0
429175,0.0
198964,0.0
342424,0.0
298111,0.0
443129,0.0
154096,0.0
299714,0.0
367874,0.0
450819,0.0
403787,0.0
262602,0.0
400298,0.0
391948,0.0
300380,0.0
102751,0.0
335002,0.0
398623,0.0
282073,0.0
423340,0.0
176924,0.0
342943,0.0
126249,0.0
101145,0.0
285617,0.0
439540,0.0
342074,0.0
204894,0.0
262228,0.0
304597,0.0
442912,0.0
416450,0.0
107438,0.0
346787,0.0
403447,0.0
103179,0.0
211172,0.0
391359,0.0
205405,0.0
218241,0.0
257253,0.0
380927,0.0
262969,0.0
389829,0.0
209911,0.0
287178,0.0
398728,0.0
408884,0.0
117481,0.0
346698,0.0
358794,0.0
209534,0.0
239517,0.0
455722,0.0
124765,0.0
270752,0.0
450953,0.0
241881,0.0
176999,0.0
168084,0.0
221447,0.0
246839,0.0
401000,0.0
104890,0.0
227927,0.0
141477,0.0
323616,0.0
198506,0.0
358997,0.0
368834,0.0
147357,0.0
126886,0.0
269509,0.0
122680,0.0
372152,0.0
133987,0.0
218713,0.0
123590,0.0
446749,0.0
175391,0.0
255719,0.0
238005,0.0
339100,0.0
377956,0.0
123555,0.0
179711,0.0
366549,0.0
130020,0.0
182105,0.0
374878,0.0
388335,0.0
198573,0.0
124741,0.0
288881,0.0
368989,0.0
296281,0.0
158364,0.0
239330,0.0
123183,0.0
389015,0.0
154125,0.0
334122,0.0
135329,0.0
251788,0.0
149594,0.0
320103,0.0
249756,0.0
209498,0.0
396013,0.0
247803,0.0
426568,0.0
214543,0.0
433525,0.0
408521,0.0
208232,0.0
190725,0.0
422174,0.0
295474,0.0
392065,0.0
278483,0.0
328906,0.0
285520,0.0
117848,0.0
187733,0.0
107000,0.0
206323,0.0
342712,0.0
359626,0.0
253217,0.0
182613,0.0
292375,0.0
327095,0.0
131142,0.0
233251,0.0
115079,0.0
164944,0.0
215293,0.0
172376,0.0
419319,0.0
235180,0.0
339817,0.0
291135,0.0
226582,0.0
299812,0.0
406765,0.0
403174,0.0
302541,0.0
367913,0.0
348846,0.0
174128,0.0
124087,0.0
374111,0.0
289592,0.0
220911,0.0
132644,0.0
357744,0.0
110273,0.0
203965,0.0
381632,0.0
453699,0.0
137600,0.0
278405,0.0
275141,0.0
221298,0.0
361872,0.0
219449,0.0
324424,0.0
174381,0.0
153329,0.0
335353,0.0
383529,0.0
402904,0.0
251492,0.0
215084,0.0
421249,0.0
286087,0.0
353874,0.0
157821,0.0
252647,0.0
281562,0.0
212755,0.0
410436,0.0
152158,0.0
278842,0.0
142695,0.0
336612,0.0
447821,0.0
195316,0.0
412748,0.0
372247,0.0
438433,0.0
229510,0.0
397005,0.0
352490,0.0
417375,0.0
372787,0.0
333160,0.0
442209,0.0
384163,0.0
340605,0.0
210264,0.0
382028,0.0
297949,0.0
241425,0.0
317250,0.0
383596,0.0
112620,0.0
394834,0.0
419743,0.0
140730,0.0
148824,0.0
303104,0.0
172510,0.0
241880,0.0
222174,0.0
309652,0.0
381033,0.0
411539,0.0
230046,0.0
283820,0.0
242135,0.0
261290,0.0
118029,0.0
342296,0.0
350698,0.0
217528,0.0
143230,0.0
275448,0.0
167483,0.0
235627,0.0
153496,0.0
244441,0.0
191220,0.0
118893,0.0
213085,0.0
275281,0.0
442450,0.0
409642,0.0
300877,0.0
201662,0.0
299573,0.0
139117,0.0
131058,0.0
144141,0.0
370214,0.0
209712,0.0
109104,0.0
439941,0.0
272056,0.0
413952,0.0
381388,0.0
435209,0.0
202342,0.0
424930,0.0
402692,0.0
343905,0.0
309888,0.0
276937,0.0
372546,0.0
452958,0.0
300142,0.0
263568,0.0
338395,0.0
138759,0.0
215361,0.0
106306,0.0
350611,0.0
128655,0.0
144382,0.0
451047,0.0
172295,0.0
343283,0.0
440435,0.0
334813,0.0
453309,0.0
227796,0.0
316201,0.0
156385,0.0
278399,0.0
365503,0.0
401249,0.0
246096,0.0
108537,0.0
222297,0.0
161412,0.0
404334,0.0
300025,0.0
408726,0.0
188638,0.0
126261,0.0
114642,0.0
197890,0.0
162427,0.0
432972,0.0
370492,0.0
400352,0.0
279273,0.0
189174,0.0
373047,0.0
127556,0.0
284962,0.0
343822,0.0
348079,0.0
439888,0.0
429368,0.0
441662,0.0
347613,0.0
206875,0.0
115855,0.0
200227,0.0
271043,0.0
211179,0.0
291893,0.0
281245,0.0
305517,0.0
398081,0.0
126951,0.0
229101,0.0
304494,0.0
352691,0.0
229771,0.0
210885,0.0
260519,0.0
120127,0.0
183266,0.0
209188,0.0
103530,0.0
401639,0.0
124913,0.0
254263,0.0
247752,0.0
433228,0.0
231711,0.0
399835,0.0
249766,0.0
222845,0.0
391691,0.0
335662,0.0
250563,0.0
250286,0.0
161713,0.0
223616,0.0
106898,0.0
330604,0.0
287819,0.0
190114,0.0
305885,0.0
126187,0.0
176530,0.0
108167,0.0
298368,0.0
381284,0.0
253646,0.0
391875,0.0
252675,0.0
433161,0.0
256324,0.0
417050,0.0
320226,0.0
262240,0.0
289610,0.0
279014,0.0
227237,0.0
278652,0.0
218114,0.0
321371,0.0
166765,0.0
379058,0.0
337999,0.0
435817,0.0
137804,0.0
442044,0.0
105637,0.0
175348,0.0
220536,0.0
131180,0.0
264692,0.0
423785,0.0
440329,0.0
404419,0.0
231332,0.0
174804,0.0
231064,0.0
322709,0.0
404187,0.0
366069,0.0
414534,0.0
205333,0.0
204297,0.0
252178,0.0
223313,0.0
220299,0.0
394611,0.0
174779,0.0
351894,0.0
180394,0.0
205688,0.0
181752,0.0
209970,0.0
289367,0.0
301477,0.0
196902,0.0
242709,0.0
211479,0.0
346699,0.0
364012,0.0
148132,0.0
389952,0.0
426728,0.0
293821,0.0
111678,0.0
381627,0.0
131720,0.0
262060,0.0
112711,0.0
421790,0.0
287366,0.0
113075,0.0
105693,0.0
449836,0.0
252302,0.0
395282,0.0
268642,0.0
142859,0.0
340288,0.0
309089,0.0
324723,0.0
453362,0.0
193015,0.0
179240,0.0
282039,0.0
116881,0.0
181189,0.0
298551,0.0
376134,0.0
207807,0.0
295740,0.0
217781,0.0
135683,0.0
167003,0.0
117749,0.0
425005,0.0
269972,0.0
151120,0.0
183400,0.0
194739,0.0
129089,0.0
327597,0.0
318033,0.0
327933,0.0
279488,0.0
154207,0.0
376808,0.0
119013,0.0
190792,0.0
148642,0.0
168131,0.0
270673,0.0
368217,0.0
287243,0.0
331779,0.0
188278,0.0
320733,0.0
245159,0.0
146657,0.0
182924,0.0
245331,0.0
318934,0.0
187910,0.0
152297,0.0
144293,0.0
309377,0.0
318605,0.0
272108,0.0
189674,0.0
299140,0.0
146075,0.0
396861,0.0
300615,0.0
436018,0.0
317466,0.0
452651,0.0
366585,0.0
169606,0.0
343394,0.0
431399,0.0
159002,0.0
338194,0.0
123704,0.0
219010,0.0
143265,0.0
136672,0.0
124605,0.0
307689,0.0
367584,0.0
386649,0.0
140099,0.0
218714,0.0
345508,0.0
404792,0.0
429474,0.0
253440,0.0
410667,0.0
357935,0.0
353362,0.0
301950,0.0
153206,0.0
414143,0.0
411859,0.0
186788,0.0
295161,0.0
277464,0.0
428063,0.0
402611,0.0
395886,0.0
274742,0.0
298875,0.0
137766,0.0
212938,0.0
237534,0.0
167318,0.0
326958,0.0
111232,0.0
246963,0.0
175752,0.0
146989,0.0
165786,0.0
115660,0.0
294040,0.0
317493,0.0
228490,0.0
148871,0.0
350593,0.0
188259,0.0
294489,0.0
187767,0.0
342288,0.0
139710,0.0
260170,0.0
196177,0.0
124307,0.0
141337,0.0
319891,0.0
123291,0.0
192445,0.0
396489,0.0
173496,0.0
272024,0.0
441359,0.0
150611,0.0
201878,0.0
260167,0.0
443041,0.0
245513,0.0
208355,0.0
285512,0.0
252963,0.0
423254,0.0
159442,0.0
416614,0.0
401911,0.0
132547,0.0
326262,0.0
455934,0.0
386540,0.0
197689,0.0
187661,0.0
214425,0.0
299643,0.0
178447,0.0
358191,0.0
385673,0.0
288689,0.0
272549,0.0
399345,0.0
229650,0.0
170792,0.0
426941,0.0
296222,0.0
263336,0.0
370651,0.0
309394,0.0
283731,0.0
191503,0.0
213789,0.0
243520,0.0
322262,0.0
427179,0.0
432997,0.0
296796,0.0
132601,0.0
265722,0.0
102501,0.0
196958,0.0
360954,0.0
270698,0.0
369326,0.0
110222,0.0
268154,0.0
417301,0.0
294027,0.0
153160,0.0
201699,0.0
219727,0.0
387686,0.0
303364,0.0
159157,0.0
333461,0.0
387243,0.0
402791,0.0
422405,0.0
391147,0.0
137905,0.0
136107,0.0
427371,0.0
257208,0.0
430214,0.0
232504,0.0
406121,0.0
199932,0.0
243012,0.0
310069,0.0
259550,0.0
318984,0.0
328210,0.0
135720,0.0
327950,0.0
387547,0.0
338338,0.0
170757,0.0
274117,0.0
219240,0.0
443882,0.0
137298,0.0
434053,0.0
357542,0.0
249727,0.0
454207,0.0
313025,0.0
256449,0.0
342574,0.0
153379,0.0
141040,0.0
229807,0.0
449902,0.0
186078,0.0
405997,0.0
215752,0.0
179242,0.0
386542,0.0
143553,0.0
141712,0.0
129693,0.0
219253,0.0
429986,0.0
222187,0.0
107788,0.0
433414,0.0
176949,0.0
144326,0.0
213722,0.0
156338,0.0
227411,0.0
194507,0.0
260475,0.0
371512,0.0
400201,0.0
375655,0.0
174363,0.0
227894,0.0
253203,0.0
283288,0.0
322920,0.0
170443,0.0
216775,0.0
412615,0.0
267214,0.0
455046,0.0
149632,0.0
269638,0.0
136806,0.0
242665,0.0
273602,0.0
327945,0.0
138490,0.0
308394,0.0
198246,0.0
